index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 2.903438822554472, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.60634446]
index: 3,  smile: CCc1ccccc1, fitness: 3.061215895771534, logP: 2.2490000000000006, sas: 1.0, ringP: 0, discrm: [0.58473027]
index: 4,  smile: c1ccc(-c2ccccc2)cc1, fitness: 3.8278626500688717, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.57117546]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 3.8484508073334838, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5567668]
index: 6,  smile: Cc1ccccc1-c1ccccc1, fitness: 3.8391674435143615, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.54748344]
index: 7,  smile: C=Cc1ccccc1Cc1ccccc1-c1ccccc1CCC, fitness: 4.764255782997144, logP: 6.539900000000006, sas: 2.0933029138801285, ringP: 0, discrm: [0.57323223]
index: 8,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.981862646548429, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.54773927]
index: 9,  smile: CC=Cc1cccc2c1ccc1c(-c3ccccc3)cccc12, fitness: 5.032930945632942, logP: 6.693100000000005, sas: 1.9375513114353726, ringP: 0, discrm: [0.5461919]
index: 10,  smile: CC=Cc1cccc2c1ccc1c(-c3ccccc3)cccc12, fitness: 4.990579044101723, logP: 6.693100000000005, sas: 1.9375513114353726, ringP: 0, discrm: [0.50383997]
index: 11,  smile: CCCc1ccccc1-c1ccccc1CCc1ccccc1C=Cc1ccccc1, fitness: 5.841844429936797, logP: 8.261700000000006, sas: 2.1376904929000577, ringP: 0, discrm: [0.48811594]
index: 12,  smile: CCCc1ccccc1-c1ccccc1CCc1ccccc1C=Cc1ccccc1, fitness: 5.799534519877822, logP: 8.261700000000006, sas: 2.1376904929000577, ringP: 0, discrm: [0.44580603]
index: 13,  smile: CCCc1ccccc1-c1ccccc1CCc1ccccc1C=Cc1ccccc1, fitness: 5.77006824847737, logP: 8.261700000000006, sas: 2.1376904929000577, ringP: 0, discrm: [0.41633976]
index: 14,  smile: CCCc1ccccc1-c1ccccc1CCc1ccccc1-c1ccccc1C=Cc1ccccc1, fitness: 6.867751212597328, logP: 9.928699999999996, sas: 2.182990090719356, ringP: 0, discrm: [0.3911221]
index: 15,  smile: c1ccc(-c2ccccc2Cc2ccccc2-c2ccccc2-c2ccccc2)cc1, fitness: 6.43117200624384, logP: 8.278400000000005, sas: 1.5621328104844796, ringP: 0, discrm: [0.3727419]
index: 16,  smile: CCCc1ccccc1-c1ccccc1CCc1cccc2c(C=CC=Cc3ccccc3)cccc12, fitness: 6.5357648749495345, logP: 9.971099999999995, sas: 2.4579267348294866, ringP: 0, discrm: [0.36018026]
index: 17,  smile: CCCc1ccccc1-c1ccccc1-c1ccccc1Cc1ccccc1C=Cc1ccccc1, fitness: 6.643672769301073, logP: 9.734299999999998, sas: 2.216092298156422, ringP: 0, discrm: [0.34420365]
index: 18,  smile: C(=CC=Cc1ccccc1)C=CCc1ccccc1C=CC=Cc1ccccc1-c1ccccc1-c1ccccc1, fitness: 7.00031862829299, logP: 11.115499999999987, sas: 2.719226875965859, ringP: 0, discrm: [0.33099657]
index: 19,  smile: C(C=CC=CC=Cc1ccccc1CCc1cccc2c(-c3ccccc3)cccc12)=CC=CC=Cc1ccccc1, fitness: 6.96898489490506, logP: 11.243399999999987, sas: 2.8107746314926185, ringP: 0, discrm: [0.31953755]
index: 20,  smile: C(C=CC=CC=Cc1ccccc1CCc1cccc2c(-c3ccccc3)cccc12)=CC=CC=Cc1ccccc1, fitness: 6.957068108472794, logP: 11.243399999999987, sas: 2.8107746314926185, ringP: 0, discrm: [0.30762076]
index: 21,  smile: CCSc1ccccc1Cc1ccccc1Sc1ccccc1Cc1ccccc1C=CC=CC=CC=Cc1ccccc1, fitness: 7.283343076911864, logP: 11.970399999999982, sas: 2.9591950856529703, ringP: 0, discrm: [0.29908213]
index: 22,  smile: CCCCC=CC=Cc1ccccc1-c1ccccc1CCc1ccccc1C=Cc1ccccc1-c1ccccc1, fitness: 7.414398040034834, logP: 11.735799999999985, sas: 2.7022919661658715, ringP: 0, discrm: [0.2865577]
index: 23,  smile: CCCc1ccccc1-c1cccc2c(Cc3cccc4c(CC=Cc5cccc6c(CCC=CSCF)cccc56)cccc34)cccc12, fitness: 8.126888907760371, logP: 13.718899999999973, sas: 3.266363985440073, ringP: 0, discrm: [0.2774231]
index: 24,  smile: CCCc1ccccc1-c1cccc2c(Cc3cccc4c(CC=Cc5cccc6c(CCC=CSCF)cccc56)cccc34)cccc12, fitness: 8.117986596435298, logP: 13.718899999999973, sas: 3.266363985440073, ringP: 0, discrm: [0.2685208]
index: 25,  smile: FCSC=CCCc1cccc2c(C=CCc3cccc4c(Cc5cccc6c(-c7ccccc7CCCc7ccccc7)cccc56)cccc34)cccc12, fitness: 8.860147826204768, logP: 14.941699999999969, sas: 3.35988218423938, ringP: 0, discrm: [0.25957868]
