index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 6.831910626219633, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.45348164]
index: 3,  smile: CCc1ccccc1, fitness: 7.374705690502674, logP: 2.2490000000000006, sas: 1.0, ringP: 0, discrm: [0.48982203]
index: 4,  smile: c1ccc(-c2ccccc2)cc1, fitness: 8.375746756704919, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.51190597]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 8.363104192019, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.507142]
index: 6,  smile: CCc1ccccc1-c1ccccc1, fitness: 8.213300918015161, logP: 3.916000000000003, sas: 1.292069328656492, ringP: 0, discrm: [0.49109972]
index: 7,  smile: CCc1ccccc1-c1ccccc1, fitness: 8.024719451340356, logP: 3.916000000000003, sas: 1.292069328656492, ringP: 0, discrm: [0.4722416]
index: 8,  smile: c1ccc(Nc2cccc3ccccc23)cc1, fitness: 8.402310138098478, logP: 4.583400000000003, sas: 1.3753425999401045, ringP: 0, discrm: [0.472886]
index: 9,  smile: c1ccc(Sc2cccc3ccccc23)cc1, fitness: 8.171809251404454, logP: 4.991000000000003, sas: 1.6332964460939507, ringP: 0, discrm: [0.452101]
index: 10,  smile: c1ccc(NCc2cccc3c2ccc2ccccc23)cc1, fitness: 8.358454354453599, logP: 5.605100000000004, sas: 1.6611086718720713, ringP: 0, discrm: [0.43073866]
index: 11,  smile: c1ccc(NCc2cccc3c2ccc2ccccc23)cc1, fitness: 7.766833909202133, logP: 5.605100000000004, sas: 1.6611086718720713, ringP: 0, discrm: [0.3715766]
index: 12,  smile: c1ccc(CCCCSc2cccc3ccccc23)cc1, fitness: 8.055828040590463, logP: 5.954800000000005, sas: 1.7304326314211806, ringP: 0, discrm: [0.3841218]
index: 13,  smile: C(SCCCCc1ccccc1)=C1COCc2ccccc21, fitness: 7.92645089884923, logP: 5.313800000000004, sas: 2.5257904900538897, ringP: 0, discrm: [0.51221126]
index: 14,  smile: C=CC=CC=CCC=CC=CC=CC=CC=Cc1ccccc1SC, fitness: 8.107568393557628, logP: 7.335000000000006, sas: 3.45138569350014, ringP: 0, discrm: [0.49899268]
index: 15,  smile: Cc1ccccc1NC=CC=CSSOc1ccccc1C, fitness: 8.024085117603967, logP: 6.118140000000005, sas: 3.0528240783406027, ringP: 0, discrm: [0.52861136]
index: 16,  smile: COc1ccccc1OSSC=CC=CNc1ccccc1C, fitness: 7.881695452403749, logP: 5.818320000000004, sas: 2.9983521725145916, ringP: 0, discrm: [0.5289915]
index: 17,  smile: c1cncc(COCCSSN2COCc3ccccc32)c1, fitness: 7.637921382070025, logP: 3.888900000000003, sas: 3.056605874669275, ringP: 0, discrm: [0.64790606]
index: 18,  smile: CC=Cc1cccc2c(NC=CSC=CSSOc3ccccc3C)cccc12, fitness: 7.928206691530608, logP: 8.64422, sas: 3.491700939620774, ringP: 0, discrm: [0.39343712]
index: 19,  smile: NNSc1ccccc1COC=Cc1ccccc1CC=CCSC=C(S)S, fitness: 8.472807383149512, logP: 5.8349000000000055, sas: 3.8809904506455695, ringP: 0, discrm: [0.69319123]
index: 20,  smile: NNSc1ccccc1COC=CC=CC=CC=CCC=CCSC=C(S)S, fitness: 7.543444270414316, logP: 6.1939000000000055, sas: 4.301725493380611, ringP: 0, discrm: [0.62554973]
index: 21,  smile: C=Cc1cccc2c(OCc3ccccc3-c3ccccc3-c3ccccc3CC=CCC)cccc12, fitness: 7.836165965968325, logP: 9.904499999999995, sas: 2.575059329940798, ringP: 0, discrm: [0.18486366]
