index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 7.651217476652983, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.5354123]
index: 3,  smile: Cc1ccccc1-c1ccccc1, fitness: 8.799632397890582, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.55079484]
index: 4,  smile: Cc1ccccc1-c1ccccc1, fitness: 8.6866224682336, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.53949386]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 8.41487011075069, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5123186]
index: 6,  smile: Cc1ccccc1-c1ccccc1-c1ccccc1, fitness: 9.565824758667992, logP: 5.329020000000003, sas: 1.3756519655025397, ringP: 0, discrm: [0.53661]
index: 7,  smile: Cc1ccccc1-c1ccccc1-c1ccccc1, fitness: 9.430003893036888, logP: 5.329020000000003, sas: 1.3756519655025397, ringP: 0, discrm: [0.52302796]
index: 8,  smile: Cc1ccccc1-c1ccccc1-c1ccccc1, fitness: 9.054466497559593, logP: 5.329020000000003, sas: 1.3756519655025397, ringP: 0, discrm: [0.48547423]
index: 9,  smile: CCCc1ccccc1Cc1cccc2ccccc12, fitness: 8.42008246995521, logP: 5.383100000000004, sas: 1.7125927184683611, ringP: 0, discrm: [0.45877984]
index: 10,  smile: Cc1ccccc1C=CC=Cc1ccccc1C=Cc1ccccc1, fitness: 8.678876092172207, logP: 6.892020000000007, sas: 2.226537930563337, ringP: 0, discrm: [0.43995428]
index: 11,  smile: Cc1ccccc1C=CC=Cc1ccccc1C=Cc1ccccc1, fitness: 7.912069012857022, logP: 6.892020000000007, sas: 2.226537930563337, ringP: 0, discrm: [0.36327356]
index: 12,  smile: C=CC=CC=Cc1ccccc1OC=Cc1ccnc2ccccc12, fitness: 7.578730431749156, logP: 6.039900000000005, sas: 2.818320674846081, ringP: 0, discrm: [0.46137062]
index: 13,  smile: CC=CC=C1CC(C=Cc2ccccc2OC=CO)C2=CC=CCN2C1, fitness: 7.932254710871443, logP: 5.385900000000006, sas: 4.384670212204883, ringP: 0, discrm: [0.7314871]
index: 14,  smile: CCCC=Cc1cccc2c(CC=CCc3cccc4c(-c5ccccc5)cccc34)cccc12, fitness: 8.239148001065853, logP: 9.814699999999995, sas: 2.5582556308366637, ringP: 0, discrm: [0.22948165]
