index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 7.699186341093901, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.5402092]
index: 3,  smile: CCc1ccccc1, fitness: 7.8488696995969125, logP: 2.2490000000000006, sas: 1.0, ringP: 0, discrm: [0.5372384]
index: 4,  smile: Cc1ccccc1-c1ccccc1, fitness: 8.583905068636431, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.52922213]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 8.338280049562945, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5046596]
index: 6,  smile: Cc1ccccc1-c1cccc2ccccc12, fitness: 8.941582503317932, logP: 4.815220000000003, sas: 1.4123290433790174, ringP: 0, discrm: [0.51489204]
index: 7,  smile: COc1ccccc1-c1ccccc1-c1ccccc1, fitness: 9.163333412382702, logP: 5.029200000000004, sas: 1.4097045828751416, ringP: 0, discrm: [0.5216373]
index: 8,  smile: CCc1cccc2c(-c3cccc4ccccc34)cccc12, fitness: 9.303096767671168, logP: 6.222400000000005, sas: 1.7397205169500705, ringP: 0, discrm: [0.49106568]
index: 9,  smile: CCc1cccc2c(-c3cccc4ccccc34)cccc12, fitness: 8.68945932031399, logP: 6.222400000000005, sas: 1.7397205169500705, ringP: 0, discrm: [0.42970195]
index: 10,  smile: COC=CC=Cc1ccccc1C=CCC=Cc1ccccc1-c1ccccc1, fitness: 9.247874458527798, logP: 7.643600000000007, sas: 2.7299362989809755, ringP: 0, discrm: [0.50437194]
index: 11,  smile: COC=CC=CC=CCC=Cc1ccccc1-c1ccccc1-c1ccccc1, fitness: 8.720989731658907, logP: 7.696400000000007, sas: 2.649316263202799, ringP: 0, discrm: [0.43824834]
index: 12,  smile: CCOC=CC=Cc1ccccc1C=CCC=Cc1ccccc1-c1ccccc1, fitness: 8.020307966365957, logP: 8.033700000000007, sas: 2.773434793325917, ringP: 0, discrm: [0.35929844]
index: 13,  smile: c1ccc(-c2ccccc2-c2cccc3c(-c4ccccc4)cccc23)cc1, fitness: 7.858525423805544, logP: 7.840800000000005, sas: 1.4218907484697816, ringP: 0, discrm: [0.19403456]
index: 14,  smile: c1ccc(-c2ccccc2-c2cccc3c(-c4ccccc4)cccc23)cc1, fitness: 7.699200420181581, logP: 7.840800000000005, sas: 1.4218907484697816, ringP: 0, discrm: [0.17810206]
index: 15,  smile: COC=CC=CSC=CCCOCc1ccncc1C1=CCSC=C1, fitness: 7.77115317147498, logP: 5.552900000000005, sas: 4.096567660293067, ringP: 0, discrm: [0.6688971]
index: 16,  smile: COc1cnccc1NC1=COCC=C1Nc1ccccc1O, fitness: 7.713538706168911, logP: 3.075300000000001, sas: 3.0303574538004696, ringP: 0, discrm: [0.709774]
index: 17,  smile: SOC=CC=CC=CCC=[SH]OCc1ccccc1C=CCSS, fitness: 7.838605553654109, logP: 5.8547000000000065, sas: 4.563921595198809, ringP: 0, discrm: [0.7105897]
index: 18,  smile: CCC=CC=Cc1c(CNCSCC(C)=CC=CO)csc1N, fitness: 7.605824188385187, logP: 5.108000000000004, sas: 4.092386163506378, ringP: 0, discrm: [0.683285]
