index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 18.870666519926907, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.5524524]
index: 3,  smile: c1ccc(-c2ccccc2)cc1, fitness: 20.0031986533724, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.55821705]
index: 4,  smile: c1ccc(-c2ccccc2)cc1, fitness: 19.260715514334315, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.5334676]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 18.6780775463586, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5128798]
index: 6,  smile: c1ccc(Cc2cccc3ccccc23)cc1, fitness: 19.335466761831373, logP: 4.430600000000003, sas: 1.367786943831506, ringP: 0, discrm: [0.52536154]
index: 7,  smile: c1ccc(Cc2cccc3ccccc23)cc1, fitness: 19.040558238271803, logP: 4.430600000000003, sas: 1.367786943831506, ringP: 0, discrm: [0.51553124]
index: 8,  smile: Cc1ccccc1-c1ccccc1Cc1ccccc1, fitness: 19.1410233992726, logP: 5.252820000000004, sas: 1.5080592112975655, ringP: 0, discrm: [0.5051508]
index: 9,  smile: c1cncc(OCCc2cccc3ccccc23)c1, fitness: 17.916349471043024, logP: 3.8563000000000027, sas: 1.7539752593139912, ringP: 0, discrm: [0.5070765]
index: 10,  smile: Cc1ccccc1C=CCC=CNCSOc1ccccc1, fitness: 18.677358404309892, logP: 5.186320000000005, sas: 2.9712826471275857, ringP: 0, discrm: [0.54997945]
index: 11,  smile: CC=CC=CC=C(C)CCC=CNCSOc1ccccc1, fitness: 18.87975348973202, logP: 5.633200000000005, sas: 3.462241866802141, ringP: 0, discrm: [0.5659066]
index: 12,  smile: Cc1ccccc1SOCCCCc1ccccc1CNCN, fitness: 19.240079629340215, logP: 4.0474200000000025, sas: 2.543032769529516, ringP: 0, discrm: [0.5783656]
index: 13,  smile: Cc1ccccc1C=CCc1ccccc1Cc1cnccc1NCSO, fitness: 18.628623986935345, logP: 5.812320000000005, sas: 2.9181843844280912, ringP: 0, discrm: [0.5314856]
index: 14,  smile: C(=CC1NS1)c1ccccc1NCc1cccnc1, fitness: 18.68013847211665, logP: 3.2844000000000015, sas: 3.1384374540043156, ringP: 0, discrm: [0.6015588]
index: 15,  smile: C(=CC1NS1)c1ccccc1NCc1cccnc1, fitness: 18.7057064805395, logP: 3.2844000000000015, sas: 3.1384374540043156, ringP: 0, discrm: [0.6024111]
index: 16,  smile: c1ccc(SOCCc2ccccc2-c2ccc3cc2Nc2cccnc2-3)nc1, fitness: 19.328080521216123, logP: 6.134000000000004, sas: 3.472695942645002, ringP: 0, discrm: [0.56947947]
index: 17,  smile: C(=CSc1ccccc1Nc1cccnc1)CCOc1cccnc1, fitness: 19.422124800656174, logP: 5.295100000000003, sas: 2.620913390022796, ringP: 0, discrm: [0.5581837]
index: 18,  smile: C1=CCC(OSc2ccccn2)C(c2cccc3c2nnc2cccnc23)=C1, fitness: 20.522209903207397, logP: 5.0088000000000035, sas: 3.6627683078897135, ringP: 0, discrm: [0.64340305]
index: 19,  smile: CCc1cccc2c(N=CSCCN3CSON3)cccc12, fitness: 21.006148242383993, logP: 4.152700000000003, sas: 3.8365181500861647, ringP: 0, discrm: [0.68666285]
index: 20,  smile: C(C=CCCc1cnccc1NC1OS1)=CCC=Cc1cccs1, fitness: 24.488298817222834, logP: 5.665500000000004, sas: 4.004168810987384, ringP: 0, discrm: [0.7738449]
index: 21,  smile: C(=Nc1cccs1)SCCN1CSON1, fitness: 22.138057117864236, logP: 2.4985999999999997, sas: 4.832837734188533, ringP: 0, discrm: [0.80331916]
index: 22,  smile: C(=Nc1cccs1)SCCN1CSON1, fitness: 21.53081453363572, logP: 2.4985999999999997, sas: 4.832837734188533, ringP: 0, discrm: [0.7830778]
index: 23,  smile: N#SC=Cc1ccccc1COSSn1cncc1SCCC=C[SH]1CC1, fitness: 22.884734789270528, logP: 6.353380000000005, sas: 4.827775815781545, ringP: 0, discrm: [0.7372483]
index: 24,  smile: N#SC=Cc1ccccc1COSSn1cncc1SCCC=C[SH]1CC1, fitness: 21.96169439925588, logP: 6.353380000000005, sas: 4.827775815781545, ringP: 0, discrm: [0.70648026]
index: 25,  smile: N#SC=Cc1ccccc1COSSn1cncc1SCCC=C[SH]1CC1, fitness: 21.086446443933614, logP: 6.353380000000005, sas: 4.827775815781545, ringP: 0, discrm: [0.67730534]
index: 26,  smile: N#SC=Cc1ccccc1COSSn1cncc1SCC1CC1, fitness: 20.975019055516, logP: 5.844780000000004, sas: 4.114983793001008, ringP: 0, discrm: [0.65696156]
index: 27,  smile: Cc1cccc2c(-c3ccccc3CCCC(=NC3OS3)OCCF)cccc12, fitness: 20.929891920658527, logP: 6.484520000000006, sas: 3.501209750682343, ringP: 0, discrm: [0.6157648]
index: 28,  smile: FCC=C1C(=CCC=Cc2cccc3ccccc23)OCCN1C1OS1, fitness: 21.8331622848966, logP: 5.274600000000005, sas: 4.097200374148201, ringP: 0, discrm: [0.698277]
index: 29,  smile: F[SH]=C=C1C(=CCC=Cc2cccc3ccccc23)OCCN1C1OS1, fitness: 23.966448212978907, logP: 5.056200000000005, sas: 4.432277297225125, ringP: 0, discrm: [0.7879751]
index: 30,  smile: F[SH]=C=C1C(=Cc2ccccc2CC=Cc2cccc3ccccc23)OCCN1C1OS1, fitness: 23.537995312337642, logP: 6.365800000000005, sas: 4.147921932791563, ringP: 0, discrm: [0.731449]
index: 31,  smile: F[SH]=C=C1C(=Cc2ccccc2CC=Cc2cccc3ccccc23)OCCN1C1OS1, fitness: 20.915783856038814, logP: 6.365800000000005, sas: 4.147921932791563, ringP: 0, discrm: [0.64404196]
index: 32,  smile: N=O, fitness: 24.57106106119253, logP: 0.33157000000000003, sas: 3.8227217651032372, ringP: 0, discrm: [0.8949044]
index: 33,  smile: N=O, fitness: 24.552285121251124, logP: 0.33157000000000003, sas: 3.8227217651032372, ringP: 0, discrm: [0.8942785]
index: 34,  smile: N=O, fitness: 24.41503422098257, logP: 0.33157000000000003, sas: 3.8227217651032372, ringP: 0, discrm: [0.8897035]
index: 35,  smile: N=O, fitness: 24.210644648839015, logP: 0.33157000000000003, sas: 3.8227217651032372, ringP: 0, discrm: [0.8828905]
index: 36,  smile: [N-]=[N+]1CCON(CCCc2ccccc2C=CC=Cc2ccccc2-c2ccccc2)C1=C=CCF, fitness: 24.76017259692202, logP: 7.260100000000007, sas: 3.6860704621483533, ringP: 0, discrm: [0.73259896]
index: 37,  smile: [N-]=[N+]1CCON(CCCc2ccccc2C=CC=Cc2ccccc2-c2ccccc2)C1=C=CCF, fitness: 28.15967630480776, logP: 7.260100000000007, sas: 3.6860704621483533, ringP: 0, discrm: [0.84591573]
