index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 2.841308013724211, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.54421365]
index: 3,  smile: c1ccc(Cc2ccccc2)cc1, fitness: 3.724552625259308, logP: 3.277400000000002, sas: 1.0284255677733025, ringP: 0, discrm: [0.5559082]
index: 4,  smile: Cc1ccccc1-c1ccccc1, fitness: 3.8320414102082396, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5403574]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 3.811263350248828, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.51957935]
index: 6,  smile: CCc1ccccc1-c1ccccc1, fitness: 3.811152075203576, logP: 3.916000000000003, sas: 1.292069328656492, ringP: 0, discrm: [0.50884855]
index: 7,  smile: Cc1ccccc1-c1cccc2c(C)cccc12, fitness: 4.334963787698754, logP: 5.1236400000000035, sas: 1.571130218891323, ringP: 0, discrm: [0.51563704]
index: 8,  smile: Cc1cccc2c(Cc3cccc4c(C)cccc34)cccc12, fitness: 4.833192463415932, logP: 6.200640000000004, sas: 1.7960529173455662, ringP: 0, discrm: [0.52393997]
index: 9,  smile: Cc1cccc2c(Oc3cccc4c(C)cccc34)cccc12, fitness: 5.020605154467565, logP: 6.402140000000005, sas: 1.7280807015017103, ringP: 0, discrm: [0.48719826]
index: 10,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.750709009377637, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.31658563]
index: 11,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.694394272772946, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.2602709]
index: 12,  smile: c1ccc(Sc2ccccc2-c2ccccc2-c2ccccc2)cc1, fitness: 5.362155253031194, logP: 7.1718000000000055, sas: 1.6998098146034533, ringP: 0, discrm: [0.25108683]
index: 13,  smile: c1ccc(Sc2ccccc2Sc2ccccc2-c2ccccc2)cc1, fitness: 5.443931090495964, logP: 7.656000000000005, sas: 1.9155787694352409, ringP: 0, discrm: [0.2506236]
index: 14,  smile: c1ccc(Sc2ccccc2Sc2ccccc2Cc2cccc3ccccc23)cc1, fitness: 5.813350061101314, logP: 8.733, sas: 2.205395515016791, ringP: 0, discrm: [0.2082419]
index: 15,  smile: Cc1ccccc1C=CC=Cc1ccccc1-c1cccc2c(-c3ccccc3C)cccc12, fitness: 6.2967698265370196, logP: 9.517239999999997, sas: 2.2330212269101555, ringP: 0, discrm: [0.17099513]
index: 16,  smile: Cc1ccccc1C=CC=Cc1ccccc1-c1cccc2c(-c3ccccc3C)cccc12, fitness: 6.284404619460947, logP: 9.517239999999997, sas: 2.2330212269101555, ringP: 0, discrm: [0.15862992]
index: 17,  smile: CC=Cc1cccc2c(C=CC=Cc3ccccc3-c3ccccc3-c3cccc4ccccc34)cccc12, fitness: 7.098419286022699, logP: 11.086699999999986, sas: 2.4686317096682036, ringP: 0, discrm: [0.14775115]
index: 18,  smile: CC=Cc1cccc2c(C=CC=Cc3ccccc3-c3ccccc3Sc3cccc4ccccc34)cccc12, fitness: 7.091541113754953, logP: 11.570899999999982, sas: 2.7532254977557997, ringP: 0, discrm: [0.1414912]
index: 19,  smile: CC=Cc1cccc2c(C=CC=Cc3ccccc3-c3ccccc3Sc3cccc4ccccc34)cccc12, fitness: 7.084584819575991, logP: 11.570899999999982, sas: 2.7532254977557997, ringP: 0, discrm: [0.13453491]
index: 20,  smile: CC=Cc1cccc2c(C=CC=Cc3ccccc3-c3ccccc3Sc3cccc4ccccc34)cccc12, fitness: 7.079075815579142, logP: 11.570899999999982, sas: 2.7532254977557997, ringP: 0, discrm: [0.1290259]
index: 21,  smile: CCC=Cc1cccc2c(C=CCSc3ccccc3-c3ccccc3-c3cccc4ccccc34)cccc12, fitness: 7.165403188290639, logP: 11.555699999999982, sas: 2.6675486511423987, ringP: 0, discrm: [0.12294416]
index: 22,  smile: CC=Cc1cccc2c(C=Cc3ccccc3Sc3ccccc3-c3ccccc3-c3cccc4ccccc34)cccc12, fitness: 8.027552934149712, logP: 12.68169999999998, sas: 2.6068034463227807, ringP: 0, discrm: [0.11664676]
index: 23,  smile: CC=Cc1cccc2c(C=Cc3ccccc3Sc3ccccc3-c3ccccc3-c3cccc4ccccc34)cccc12, fitness: 8.022804097990006, logP: 12.68169999999998, sas: 2.6068034463227807, ringP: 0, discrm: [0.11189792]
index: 24,  smile: CC=CC=Cc1ccccc1-c1ccccc1C=Cc1ccccc1C=Cc1cccc2c(-c3ccccc3C=CC)cccc12, fitness: 8.097586480130559, logP: 13.136999999999977, sas: 2.808642601872517, ringP: 0, discrm: [0.10808402]
index: 25,  smile: Cc1ccccc1C=CC=Cc1cccc2c(-c3cccc4c(C=CC=Cc5ccccc5Cc5ccccc5C)cccc34)cccc12, fitness: 8.236002308194688, logP: 13.320839999999977, sas: 2.7977037858108016, ringP: 0, discrm: [0.1034808]
index: 26,  smile: Cc1cccc2c(C=CC=Cc3ccccc3C=CC=CC=CC=CC=CC=Cc3ccccc3-c3ccccc3-c3cccc4ccccc34)cccc12, fitness: 9.255508208016911, logP: 15.313419999999969, sas: 3.1167912642604723, ringP: 0, discrm: [0.09973177]
index: 27,  smile: Cc1cccc2c(C=CC=Cc3ccccc3C=CC=CC=CC=CC=CC=Cc3ccccc3-c3ccccc3-c3cccc4ccccc34)cccc12, fitness: 9.251656794290104, logP: 15.313419999999969, sas: 3.1167912642604723, ringP: 0, discrm: [0.09588036]
index: 28,  smile: Cc1cccc2c(C=CC=Cc3ccccc3C=CCc3ccccc3-c3ccccc3CC=CC=CC=Cc3ccccc3-c3cccc4ccccc34)cccc12, fitness: 9.448365777906798, logP: 15.986219999999967, sas: 3.3448330906380885, ringP: 0, discrm: [0.09191339]
index: 29,  smile: CCc1cccc2c(C=CC=Cc3ccccc3C=CCc3ccccc3-c3ccccc3CC=CC=CC=Cc3ccccc3-c3cccc4ccccc34)cccc12, fitness: 9.57935936777137, logP: 16.24019999999997, sas: 3.382283405572691, ringP: 0, discrm: [0.08860164]
index: 30,  smile: CCc1cccc2c(C=CC=Cc3ccccc3C=CCc3ccccc3-c3ccccc3CC=CC=CC=Cc3ccccc3-c3cccc4ccccc34)cccc12, fitness: 9.57607481656812, logP: 16.24019999999997, sas: 3.382283405572691, ringP: 0, discrm: [0.08531709]
