index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 20.42552568130386, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.60428107]
index: 3,  smile: c1ccc(-c2ccccc2)cc1, fitness: 21.0178528129183, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.59203887]
index: 4,  smile: c1ccc(-c2ccccc2)cc1, fitness: 20.497058898123377, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.5746791]
index: 5,  smile: c1ccc(-c2ccccc2)cc1, fitness: 19.893713027151698, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.5545675]
index: 6,  smile: C=Cc1cccc2c(-c3ccccc3)cccc12, fitness: 20.495297112944158, logP: 5.149800000000004, sas: 1.7544784158322635, ringP: 0, discrm: [0.56260747]
index: 7,  smile: C=Cc1cccc2c(-c3ccccc3)cccc12, fitness: 20.188439050200017, logP: 5.149800000000004, sas: 1.7544784158322635, ringP: 0, discrm: [0.55237883]
index: 8,  smile: CC1=CCCc2c1ccc1c(C=Cc3ccccc3)cccc21, fitness: 20.14576606541863, logP: 6.3597000000000055, sas: 2.3768103612091274, ringP: 0, discrm: [0.5474444]
index: 9,  smile: CCc1cccc2c1ccc1c(Nc3ccccc3N)cccc12, fitness: 20.290729117596378, logP: 5.881200000000004, sas: 1.9962848919021052, ringP: 0, discrm: [0.548272]
index: 10,  smile: CCc1cccc2c(C=CC=CSc3ccccc3N)cccc12, fitness: 19.533090808317723, logP: 6.303600000000005, sas: 2.640449507286723, ringP: 0, discrm: [0.5389224]
index: 11,  smile: CCc1cccc2c(C=CC=CSSc3ccccc3N)cccc12, fitness: 19.639886532129637, logP: 6.951800000000004, sas: 2.9001153036160545, ringP: 0, discrm: [0.53764135]
index: 12,  smile: C=C1C=CSC=C1c1ccccc1Nc1ccccc1OSO, fitness: 19.235128767492423, logP: 6.087800000000003, sas: 3.4243342620668304, ringP: 0, discrm: [0.5655281]
index: 13,  smile: CC=CC=CC=CSc1cccc2c1CCOC2NC=CC1=CC=CSC1N, fitness: 18.869320844722715, logP: 5.571000000000006, sas: 5.07237205870227, ringP: 0, discrm: [0.6316371]
index: 14,  smile: CC=CC=CC=CSc1ccccc1CCOC=[SH]CN1C=CC=C[SH]1N, fitness: 17.49528341673342, logP: 5.2994000000000065, sas: 5.2025889159122, ringP: 0, discrm: [0.5974559]
index: 15,  smile: N=Nc1ccncc1NOC=Cc1ccccc1CN=O, fitness: 18.11302459841579, logP: 4.024870000000002, sas: 3.531533153849572, ringP: 0, discrm: [0.58099616]
index: 16,  smile: OSOCc1ccccc1Nc1ccccc1-c1csccc1=S, fitness: 17.898318858971244, logP: 6.525990000000003, sas: 2.996774342451557, ringP: 0, discrm: [0.49349323]
index: 17,  smile: CCNc1ccccc1CC=CS1(N)NCON1C=CC=CS, fitness: 18.577410576979464, logP: 3.4344000000000015, sas: 4.843209277459625, ringP: 0, discrm: [0.66301465]
index: 18,  smile: CCNc1ccccc1CC=CSS1(N)NCON1C=CC=CS, fitness: 19.775706603501508, logP: 4.082600000000003, sas: 4.941242898320748, ringP: 0, discrm: [0.69163066]
index: 19,  smile: CCNc1ccccc1CC=CSS1(N=S)NCON1C=CC=CS, fitness: 21.01334236710608, logP: 4.8544000000000045, sas: 5.079131230172925, ringP: 0, discrm: [0.7202473]
index: 20,  smile: CCNc1ccccc1Cc1ccccc1C=CSS1(N=S)NCON1C=CC=CS, fitness: 22.520405167596966, logP: 6.3597000000000055, sas: 4.6683483129832934, ringP: 0, discrm: [0.7185574]
index: 21,  smile: CCNc1ccccc1Cc1ccccc1C=CSS1(N=S)NCON1C=CC=CS, fitness: 21.892988556879192, logP: 6.3597000000000055, sas: 4.6683483129832934, ringP: 0, discrm: [0.6976435]
index: 22,  smile: FCNc1ccccc1Cc1ccccc1C=CSS1(N=S)NCON1C=CC=CS, fitness: 21.3049696297866, logP: 6.266800000000005, sas: 4.8892160052909865, ringP: 0, discrm: [0.6890935]
index: 23,  smile: CCCc1ccccc1Cc1ccccc1C=CSS1(N=S)NCON1C=CC=CS, fitness: 20.38722701623692, logP: 6.880400000000006, sas: 4.644066774521756, ringP: 0, discrm: [0.63421774]
index: 24,  smile: C(=CC=Cc1ccccc1)C=CSOCc1ccccc1C=Nc1ccccc1-c1ccsc1, fitness: 20.38428331032172, logP: 9.1138, sas: 3.208429056223922, ringP: 0, discrm: [0.5239249]
index: 25,  smile: Cc1ccccc1CSc1ccccc1C=CSSS1(N=S)NCON1C=CC=CS, fitness: 20.44527166816414, logP: 7.586020000000007, sas: 4.807920620675602, ringP: 0, discrm: [0.6261148]
index: 26,  smile: O=O, fitness: 23.70862466509058, logP: 0.067, sas: 3.373829457410931, ringP: 0, discrm: [0.8543717]
index: 27,  smile: O=O, fitness: 23.74564058000757, logP: 0.067, sas: 3.373829457410931, ringP: 0, discrm: [0.85560554]
index: 28,  smile: O=O, fitness: 23.733052079031008, logP: 0.067, sas: 3.373829457410931, ringP: 0, discrm: [0.855186]
index: 29,  smile: O=O, fitness: 23.388500992605227, logP: 0.067, sas: 3.373829457410931, ringP: 0, discrm: [0.84370095]
index: 30,  smile: [O-][N+]#SOSC=Cc1ccccc1-c1ccccc1Cc1ccccc1-c1ccccc1-c1ccc[nH]1, fitness: 29.308026440226424, logP: 9.676699999999997, sas: 3.308149811752564, ringP: 0, discrm: [0.8121318]
index: 31,  smile: O=O, fitness: 19.88064271623804, logP: 0.067, sas: 3.373829457410931, ringP: 0, discrm: [0.7267723]
index: 32,  smile: [O-][N+]#SOSC=Cc1ccccc1Sc1ccccc1Cc1ccccc1-c1ccccc1-c1ccc[nH]1, fitness: 26.85029204183883, logP: 10.160899999999994, sas: 3.4233371922101723, ringP: 0, discrm: [0.72342974]
index: 33,  smile: [O-][N+]#SOSC=Cc1ccccc1Sc1ccccc1Cc1ccccc1-c1ccccc1-c1ccc[nH]1, fitness: 23.647420719206995, logP: 10.160899999999994, sas: 3.4233371922101723, ringP: 0, discrm: [0.6166674]
index: 34,  smile: CC(=CC=CC=Cc1ccccc1CSc1ccccc1-c1ccccc1-c1ccc[nH]1)CSOS#[N+][O-], fitness: 16.025238456579036, logP: 10.256199999999994, sas: 3.6387425602934176, ringP: 0, discrm: [0.368995]
index: 35,  smile: FCC=CC=CCCSSOCc1cnccc1N=Nc1ccccc1-c1ccsc1, fitness: 19.79933862516961, logP: 8.510500000000002, sas: 3.785691329020459, ringP: 0, discrm: [0.5417961]
index: 36,  smile: FCC=CC=CCCSSOCc1cnccc1N=Nc1ccccc1-c1ccsc1, fitness: 16.525297449327326, logP: 8.510500000000002, sas: 3.785691329020459, ringP: 0, discrm: [0.4326614]
index: 37,  smile: CN=CC=C1NC(=CC=CC=Cc2ccsc2)C1COSSC=CC=CC=CC=CC=CCF, fitness: 17.736747999791838, logP: 8.026300000000006, sas: 5.271841240265453, ringP: 0, discrm: [0.5440816]
index: 38,  smile: C=CN=CC=C1NC1=CC=CC=Cc1ccsc1, fitness: 17.113125013884794, logP: 3.9028000000000027, sas: 4.063792203930957, ringP: 0, discrm: [0.5718995]
index: 39,  smile: C=CN=CC=C1NC1=CC=CCc1ccsc1, fitness: 18.01560417577387, logP: 3.432100000000002, sas: 4.144590581840555, ringP: 0, discrm: [0.61630666]
index: 40,  smile: N=CN=CC=C1NC1=CC=CC=Cc1ccsc1, fitness: 17.418051348263898, logP: 3.3663700000000016, sas: 4.158063611768402, ringP: 0, discrm: [0.59847647]
index: 41,  smile: FSC=CC=C1CC1SSOCc1cnccc1Oc1ccccc1-c1ccsc1, fitness: 17.364940286650082, logP: 8.245500000000003, sas: 4.268797155515804, ringP: 0, discrm: [0.4862755]
index: 42,  smile: FSC=CC=C1CC1SSOCc1cnccc1Oc1ccccc1-c1ccsc1, fitness: 17.901822687162777, logP: 8.245500000000003, sas: 4.268797155515804, ringP: 0, discrm: [0.50417155]
index: 43,  smile: FCC=CC=C1CC1=CSSOCc1cnccc1Nc1ccccc1-c1ccsc1, fitness: 18.197954123998503, logP: 8.106400000000006, sas: 3.8356217638030667, ringP: 0, discrm: [0.49993443]
index: 44,  smile: FCC=CC=C1CC1=CSSOCc1cnccc1Nc1ccccc1Sc1ccsc1, fitness: 17.5915453274645, logP: 8.590600000000002, sas: 4.000057450897962, ringP: 0, discrm: [0.47491953]
index: 45,  smile: FSC=CC=C1CC1=[SH]SOOCc1cnccc1Oc1ccccc1-c1ccsc1, fitness: 18.386355902241046, logP: 7.713200000000005, sas: 4.063102031361596, ringP: 0, discrm: [0.5246007]
index: 46,  smile: CCC=CC=CSC=C1C([SH]=CCF)SOSC12C(=[SH]CC=CC=Cc1ccsc1)N2C=CC=N, fitness: 18.625702540301663, logP: 8.07497000000001, sas: 7.011491601339259, ringP: 0, discrm: [0.6423789]
index: 47,  smile: CC(=CCc1ccccc1Cc1ccccc1C1CN1)CC=CC=C1C(=[SH]#[N+][O-])OSCC1F, fitness: 19.752035735800877, logP: 6.681600000000006, sas: 4.907181322662801, ringP: 0, discrm: [0.62828386]
index: 48,  smile: FCCc1ccccc1Cc1ccccc1C1CN1, fitness: 20.293468792944193, logP: 3.4337000000000018, sas: 2.8279861403180018, ringP: 0, discrm: [0.6393631]
index: 49,  smile: FCCc1ccccc1Cc1ccccc1C1CN1, fitness: 20.840311368017435, logP: 3.4337000000000018, sas: 2.8279861403180018, ringP: 0, discrm: [0.65759116]
