index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 15.237480179594877, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.5391827]
index: 3,  smile: c1ccc(Cc2ccccc2)cc1, fitness: 16.365604871353057, logP: 3.277400000000002, sas: 1.0284255677733025, ringP: 0, discrm: [0.54987335]
index: 4,  smile: c1ccc(Cc2ccccc2)cc1, fitness: 15.980568402847199, logP: 3.277400000000002, sas: 1.0284255677733025, ringP: 0, discrm: [0.53383017]
index: 5,  smile: CCc1ccccc1-c1ccccc1, fitness: 15.648541663559595, logP: 3.916000000000003, sas: 1.292069328656492, ringP: 0, discrm: [0.5144266]
index: 6,  smile: C=Cc1ccccc1-c1cccc2ccccc12, fitness: 15.993052035899055, logP: 5.1498000000000035, sas: 1.7820505493591128, ringP: 0, discrm: [0.51704884]
index: 7,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 16.03229842802731, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.4832573]
index: 8,  smile: C=CCC=Cc1cccc2c(Cc3ccccc3)cccc12, fitness: 15.322758234214762, logP: 6.019900000000005, sas: 2.182925250677881, ringP: 0, discrm: [0.48362154]
index: 9,  smile: FOCC=CC=Cc1ccccc1C=Cc1ccccc1, fitness: 14.317798434850392, logP: 5.327500000000004, sas: 2.6764016849482974, ringP: 0, discrm: [0.4868793]
index: 10,  smile: COC=CC=CCCc1ccccc1CC=Cc1ccccc1, fitness: 14.072522112768175, logP: 5.5914000000000055, sas: 2.6070108136978156, ringP: 0, discrm: [0.46541208]
index: 11,  smile: C=CC=CC=CC=CC=C1C=CSC=C1SC=CC1C=C1O, fitness: 14.600551441021683, logP: 6.1879000000000035, sas: 5.064898955578642, ringP: 0, discrm: [0.5931507]
index: 12,  smile: C=C[SH]=CC=CC=CC=C1C=CSC=C1SC=CCC1=CS1, fitness: 15.695789139028735, logP: 6.763500000000004, sas: 5.335057491802141, ringP: 0, discrm: [0.6353974]
index: 13,  smile: C=C[SH]=CC=CC=CC=C1C=CSC=C1SC=CCC1=CS1, fitness: 14.11816958641643, logP: 6.763500000000004, sas: 5.335057491802141, ringP: 0, discrm: [0.5696632]
index: 14,  smile: NCCOOC1=CCOSC1=Cc1ccsc1, fitness: 14.218231508090447, logP: 2.558200000000001, sas: 3.9887964279944024, ringP: 0, discrm: [0.6300635]
index: 15,  smile: CCOc1ccnc2c(NCCCOS)nccc12, fitness: 15.138687517145124, logP: 2.6919000000000004, sas: 2.699281111356685, ringP: 0, discrm: [0.5997964]
index: 16,  smile: CCOc1cccc2c(NCCc3ccccc3NOCS)nccc12, fitness: 15.147976232937879, logP: 4.518900000000004, sas: 2.6181709874393686, ringP: 0, discrm: [0.5423462]
index: 17,  smile: Nc1ccccc1Cc1ccccc1Sc1ccccc1NC=CSC=C1CO1, fitness: 16.521951190861685, logP: 6.498700000000004, sas: 3.166611165865117, ringP: 0, discrm: [0.5688404]
index: 18,  smile: c1ccc(CCc2cnccc2NSCc2ccsc2)cc1, fitness: 16.370163066739313, logP: 5.188600000000004, sas: 2.674533846697246, ringP: 0, discrm: [0.5763886]
index: 19,  smile: C(=CCc1ccccc1-c1cc2ccc1cc2)CCc1cnccc1NSCc1ccsc1, fitness: 17.55701528748011, logP: 8.392900000000003, sas: 4.1149683771078625, ringP: 0, discrm: [0.60379314]
index: 20,  smile: C(=Cc1ccccc1CCc1cnccc1NSCc1ccsc1)Cc1ccc2cc1C[SH]=C2, fitness: 16.98926411950089, logP: 7.573900000000007, sas: 4.603533146469246, ringP: 0, discrm: [0.6287474]
index: 21,  smile: Nc1ccccc1CSOc1ccccc1NC=CSCC=C1COC1, fitness: 16.20712670537941, logP: 5.068900000000004, sas: 3.569707829544633, ringP: 0, discrm: [0.61802185]
index: 22,  smile: Nc1ccccc1-c1ccccc1SOc1ccccc1NC=CSCC=C1COC1, fitness: 16.903146903477747, logP: 6.594800000000005, sas: 3.4439561127317297, ringP: 0, discrm: [0.5958075]
index: 23,  smile: S=NC=Cc1ccccc1Cc1ccccc1CCSc1ccccc1NC=CSC=C1NCO1, fitness: 16.96339176958505, logP: 7.305900000000005, sas: 3.738058648300905, ringP: 0, discrm: [0.59214276]
index: 24,  smile: N#Sc1ccccc1-c1ccccc1SOc1ccccc1NC=CSCC=C1COC1, fitness: 17.667513179149896, logP: 7.5840800000000055, sas: 3.749336537813286, ringP: 0, discrm: [0.61386]
