index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 10.471190468596342, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.510881]
index: 3,  smile: c1ccc(Cc2ccccc2)cc1, fitness: 11.813784116348176, logP: 3.277400000000002, sas: 1.0284255677733025, ringP: 0, discrm: [0.54032123]
index: 4,  smile: Cc1ccccc1-c1ccccc1, fitness: 11.841153947115435, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5343419]
index: 5,  smile: Cc1ccccc1-c1ccccc1C, fitness: 11.557885226477929, logP: 3.9704400000000026, sas: 1.264311220354946, ringP: 0, discrm: [0.511482]
index: 6,  smile: Cc1ccccc1-c1ccccc1C, fitness: 11.181284007300683, logP: 3.9704400000000026, sas: 1.264311220354946, ringP: 0, discrm: [0.48794442]
index: 7,  smile: CSc1ccc(C=CC=CC=Cc2ccccc2)cc1, fitness: 11.699125223016228, logP: 5.691300000000005, sas: 2.2558805933053883, ringP: 0, discrm: [0.51895064]
index: 8,  smile: CSc1ccccc1-c1ccccc1-c1ccccc1, fitness: 11.765780432222115, logP: 5.742500000000004, sas: 1.6583509974774877, ringP: 0, discrm: [0.4758965]
index: 9,  smile: SSSSc1ccccc1-c1ccccc1, fitness: 10.90080341620516, logP: 5.5869000000000035, sas: 2.520130144742767, ringP: 0, discrm: [0.49354717]
index: 10,  smile: CCc1ccccc1CC=Cc1ccccc1C=CC=C1C=CC=CS1, fitness: 10.67242481313177, logP: 7.2187000000000054, sas: 3.1928900289242, ringP: 0, discrm: [0.45785806]
index: 11,  smile: CSSc1ccc(C=CSCC=Cc2ccccc2)cc1, fitness: 10.828387602066078, logP: 6.474000000000005, sas: 2.8952870447497876, ringP: 0, discrm: [0.47808802]
index: 12,  smile: SCSSc1ccc(C=CSCC=Cc2ccccc2)cc1, fitness: 11.606018545852137, logP: 6.731500000000006, sas: 3.1115612270092416, ringP: 0, discrm: [0.5315957]
index: 13,  smile: SSSSSC1=[SH]OC=CC1=Cc1ccccc1, fitness: 11.347240127929599, logP: 5.646900000000003, sas: 4.304375658212524, ringP: 0, discrm: [0.65305257]
index: 14,  smile: SSSSCC=[SH]OC=CC=Cc1ccccc1, fitness: 10.15829797375461, logP: 5.287200000000004, sas: 4.239204685788723, ringP: 0, discrm: [0.589719]
index: 15,  smile: CSSc1ccc2cccc(CC=CC#CSCC=Cc3ccccc3)c2n1, fitness: 10.240529274330656, logP: 7.111100000000006, sas: 3.426288545589447, ringP: 0, discrm: [0.45317617]
index: 16,  smile: SSSC1=[SH]CC=C1c1ccccc1-c1ccco1, fitness: 10.185202403604794, logP: 5.165200000000003, sas: 3.847136031436605, ringP: 0, discrm: [0.56728584]
index: 17,  smile: C=CCc1cc2ccc1nc2C=CCc1cc2ccc1oc2=[SH]SS, fitness: 11.741471922698258, logP: 6.331490000000004, sas: 5.066924772211973, ringP: 0, discrm: [0.7048472]
index: 18,  smile: SSSC1=[SH]CC=C1c1ccccc1-c1ccccc1-c1ccco1, fitness: 12.079383259313818, logP: 6.832200000000006, sas: 3.4573337725591777, ringP: 0, discrm: [0.5827525]
index: 19,  smile: C=CCc1cc2ccc1nc2C=CCc1cc2ccc1oc2=[SH]SS, fitness: 12.185814535918473, logP: 6.331490000000004, sas: 5.066924772211973, ringP: 0, discrm: [0.73261863]
index: 20,  smile: C=CCc1ccccc1Nc1ccccc1OCCc1cc2ccc1oc2=[SH]SS, fitness: 12.906412089880842, logP: 7.454690000000006, sas: 3.9640611546577222, ringP: 0, discrm: [0.6450896]
index: 21,  smile: FSSSC1=[SH]CC=C1Sc1ccccc1Cc1ccccc1-c1ccco1, fitness: 12.76944639201112, logP: 8.036500000000006, sas: 3.752078536321606, ringP: 0, discrm: [0.59489506]
