index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 7.6126003425587445, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.5315506]
index: 3,  smile: c1ccc(-c2ccccc2)cc1, fitness: 8.800663024099938, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.5543976]
index: 4,  smile: c1ccc(-c2ccccc2)cc1, fitness: 8.628765612753503, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.53720784]
index: 5,  smile: CCc1ccccc1-c1ccccc1, fitness: 8.531311725052515, logP: 3.916000000000003, sas: 1.292069328656492, ringP: 0, discrm: [0.5229008]
index: 6,  smile: CCc1ccccc1-c1ccccc1, fitness: 8.404714320572534, logP: 3.916000000000003, sas: 1.292069328656492, ringP: 0, discrm: [0.5102411]
index: 7,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 9.552810532061734, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.5118687]
index: 8,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 9.164854389636197, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.4730731]
index: 9,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 8.608379227130094, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.4174256]
index: 10,  smile: C=Cc1cccc2c(-c3ccccc3-c3ccccc3CC)cccc12, fitness: 9.050955342950108, logP: 7.379200000000006, sas: 2.0472394084920005, ringP: 0, discrm: [0.42116618]
index: 11,  smile: C=Cc1cccc2c(-c3ccccc3-c3ccccc3CC)cccc12, fitness: 8.416837024392368, logP: 7.379200000000006, sas: 2.0472394084920005, ringP: 0, discrm: [0.35775435]
index: 12,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c(Cc3ccccc3)cccc12, fitness: 8.626124661510596, logP: 8.327000000000005, sas: 1.9282503814473522, ringP: 0, discrm: [0.29741314]
index: 13,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3)cccc12, fitness: 8.381711457560957, logP: 8.403200000000004, sas: 1.8005629065135427, ringP: 0, discrm: [0.25221753]
index: 14,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3)cccc12, fitness: 8.165877555201948, logP: 8.403200000000004, sas: 1.8005629065135427, ringP: 0, discrm: [0.23063414]
index: 15,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c1ccc1c(C=Cc3ccccc3)cccc12, fitness: 8.665397750721315, logP: 10.059799999999994, sas: 2.235604701123979, ringP: 0, discrm: [0.2159512]
index: 16,  smile: COCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3-c3ccccc3C)cccc12, fitness: 8.71571501808785, logP: 9.962619999999994, sas: 2.054006098556643, ringP: 0, discrm: [0.20598453]
index: 17,  smile: C=CC=CC(C=CN)=CSC=CC=CC=CC=CCC=Cc1ccccc1NC, fitness: 9.13183977391558, logP: 7.145600000000005, sas: 4.131230855587161, ringP: 0, discrm: [0.6966432]
index: 18,  smile: CNc1ccccc1C=CCC=CC=CC=CC=CSC=C(C=CN)C=CCF, fitness: 9.249846510582874, logP: 6.929100000000005, sas: 4.183439097345401, ringP: 0, discrm: [0.73002094]
index: 19,  smile: Oc1ncccc1C=CCC=CC=Cc1ccccc1SNc1ccccn1, fitness: 9.6473880794699, logP: 5.974300000000004, sas: 3.2597676929481123, ringP: 0, discrm: [0.72601503]
index: 20,  smile: c1ccc(-c2ccccc2-c2ccccc2-c2ccccc2-c2cccc3ccccc23)cc1, fitness: 8.669389992904744, logP: 9.507799999999996, sas: 1.5633655843027032, ringP: 0, discrm: [0.17440936]
index: 21,  smile: CSOCc1ccccc1-c1ccccc1C=Cc1cccc2c1ccc1c(-c3ccccc3-c3ccccc3CS)cccc12, fitness: 9.063756001494259, logP: 12.38879999999998, sas: 2.966186927036029, ringP: 0, discrm: [0.1792388]
index: 22,  smile: CSOCc1ccccc1-c1ccccc1C=Cc1ccccc1-c1cccc2c1ccc1c(-c3ccccc3-c3ccccc3CS)cccc12, fitness: 10.264884824727739, logP: 14.055799999999973, sas: 3.0006096545795415, ringP: 0, discrm: [0.18575217]
index: 23,  smile: CSOCCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3-c3ccccc3CSc3ccccc3)cccc12, fitness: 9.521133507615449, logP: 12.637199999999979, sas: 2.667707476974277, ringP: 0, discrm: [0.17149802]
index: 24,  smile: CSOCCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3-c3ccccc3CSc3ccccc3)cccc12, fitness: 9.523880089646699, logP: 12.637199999999979, sas: 2.667707476974277, ringP: 0, discrm: [0.17177267]
index: 25,  smile: OC1=CSSCN1CCC=CC=Cc1ccccc1-c1ccccc1SNc1ccccn1, fitness: 11.07573424598731, logP: 7.8387000000000056, sas: 3.59055344728195, ringP: 0, discrm: [0.7769861]
index: 26,  smile: CSOCCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3-c3ccccc3-c3ccccc3CSc3ccccc3)cccc12, fitness: 10.418215124381938, logP: 14.304199999999971, sas: 2.7474024054131956, ringP: 0, discrm: [0.15305692]
index: 27,  smile: FC=CSSCNCCC=CC=Cc1ccccc1-c1ccccc1SNc1ccccn1, fitness: 11.28629125529868, logP: 8.196500000000006, sas: 3.623404153718371, ringP: 0, discrm: [0.7767245]
index: 28,  smile: CSOCCc1ccccc1-c1ccccc1-c1cccc2c(-c3ccccc3-c3ccccc3-c3ccccc3CSc3ccccc3)cccc12, fitness: 10.341806738151469, logP: 14.304199999999971, sas: 2.7474024054131956, ringP: 0, discrm: [0.14541608]
index: 29,  smile: FC=CSSCNCCC=CCc1ccccc1-c1ccccc1SNc1ccccn1, fitness: 11.568096801232448, logP: 7.725800000000005, sas: 3.5728234428007957, ringP: 0, discrm: [0.83206224]
index: 30,  smile: CSOCCc1ccccc1-c1ccccc1-c1cccc2c(C=Cc3cccc4c(-c5ccccc5-c5ccccc5CSc5ccccc5)cccc34)cccc12, fitness: 11.05037871922709, logP: 15.960799999999965, sas: 3.07788239133739, ringP: 0, discrm: [0.13905028]
index: 31,  smile: OC1=CSC1=CSCCCc1ccccc1CSC=Cc1ccccc1SNc1ccccn1, fitness: 12.539315085671777, logP: 8.758300000000004, sas: 3.6865978479447223, ringP: 0, discrm: [0.86995363]
index: 32,  smile: CSSOCCC=CCc1cccc2c(-c3ccccc3-c3cccc4c(-c5ccccc5-c5ccccc5-c5ccccc5CSc5ccccc5)cccc34)cccc12, fitness: 11.46829147620352, logP: 17.051899999999975, sas: 3.2699314019396324, ringP: 0, discrm: [0.12689544]
index: 33,  smile: CSSOCCC=CCc1ccccc1-c1cccc2c(-c3ccccc3-c3cccc4c(Nc5ccccc5-c5ccccc5-c5ccccc5CSc5ccccc5)cccc34)cccc12, fitness: 12.32074452473639, logP: 18.795499999999997, sas: 3.54904308630967, ringP: 0, discrm: [0.12258858]
index: 34,  smile: CSSOC=CCC=CCc1ccccc1-c1cccc2c(-c3ccccc3-c3cccc4c(Nc5ccccc5-c5ccccc5-c5ccccc5CSc5ccccc5)cccc34)cccc12, fitness: 12.939738239684312, logP: 19.3092, sas: 3.6661900576131146, ringP: 0, discrm: [0.16230744]
