index: 1,  smile: C, fitness: -6.281431695634691, logP: 0.6361, sas: 7.3284153846153846, ringP: 0, discrm: [0.]
index: 2,  smile: Cc1ccccc1, fitness: 2.9004714053143292, logP: 1.99502, sas: 1.0, ringP: 0, discrm: [0.60337704]
index: 3,  smile: c1ccc(-c2ccccc2)cc1, fitness: 3.8408804236971066, logP: 3.353600000000001, sas: 1.0, ringP: 0, discrm: [0.5841932]
index: 4,  smile: Cc1ccccc1-c1ccccc1, fitness: 3.8519399440293456, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.56025594]
index: 5,  smile: Cc1ccccc1-c1ccccc1, fitness: 3.8299171006684447, logP: 3.662020000000002, sas: 1.1518802358387852, ringP: 0, discrm: [0.5382331]
index: 6,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.986952108351865, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.5528287]
index: 7,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.978350383250394, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.544227]
index: 8,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.9509552540465975, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.5168319]
index: 9,  smile: Cc1ccccc1-c1ccccc1C=CC=Cc1cccc2c(C)cccc12, fitness: 5.485551608510982, logP: 7.850240000000006, sas: 2.2376111093906186, ringP: 0, discrm: [0.5427388]
index: 10,  smile: c1ccc(-c2ccccc2-c2ccccc2)cc1, fitness: 4.856699449031034, logP: 5.0206000000000035, sas: 1.0, ringP: 0, discrm: [0.42257607]
index: 11,  smile: CCc1ccccc1-c1ccccc1-c1ccccc1C=Cc1ccccc1, fitness: 5.640038312258789, logP: 7.753400000000007, sas: 1.9487504547646104, ringP: 0, discrm: [0.41787016]
index: 12,  smile: CCc1ccccc1-c1ccccc1-c1ccccc1C=Cc1ccccc1, fitness: 5.585900277676651, logP: 7.753400000000007, sas: 1.9487504547646104, ringP: 0, discrm: [0.36373213]
index: 13,  smile: CCc1ccccc1-c1ccccc1-c1ccccc1SCc1ccccc1, fitness: 5.688671144223523, logP: 7.8753000000000055, sas: 1.9189111591204941, ringP: 0, discrm: [0.3444794]
index: 14,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c(CSCc3ccccc3)cccc12, fitness: 6.318838369522496, logP: 9.169599999999999, sas: 2.1247021129020442, ringP: 0, discrm: [0.308205]
index: 15,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c(CSCc3ccccc3)cccc12, fitness: 6.294142704878254, logP: 9.169599999999999, sas: 2.1247021129020442, ringP: 0, discrm: [0.28350934]
index: 16,  smile: CCc1ccccc1-c1ccccc1-c1cccc2c(CSCc3ccccc3)cccc12, fitness: 6.2762540396789746, logP: 9.169599999999999, sas: 2.1247021129020442, ringP: 0, discrm: [0.26562068]
index: 17,  smile: CCc1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1CCc1ccccc1C, fitness: 6.679822207873071, logP: 9.343620000000001, sas: 1.8734425442322973, ringP: 0, discrm: [0.24378699]
index: 18,  smile: c1ccc(-c2ccccc2Cc2ccccc2CCc2ccccc2-c2ccccc2-c2ccccc2)cc1, fitness: 7.156767706226464, logP: 10.063599999999994, sas: 1.8878329615162794, ringP: 0, discrm: [0.22952032]
index: 19,  smile: c1ccc(-c2ccccc2Cc2ccccc2CCc2ccccc2-c2ccccc2-c2ccccc2)cc1, fitness: 7.146427850078698, logP: 10.063599999999994, sas: 1.8878329615162794, ringP: 0, discrm: [0.21918046]
index: 20,  smile: c1ccc(-c2ccccc2Cc2ccccc2CCc2ccccc2-c2ccccc2-c2ccccc2)cc1, fitness: 7.137206743311044, logP: 10.063599999999994, sas: 1.8878329615162794, ringP: 0, discrm: [0.20995936]
